customer_id,name,email,country,age,signup_date,marketing_opt_in,n_orders,first_order_date,last_order_date,total_revenue,avg_order_value,n_sessions,sessions_with_purchase,sessions_without_purchase,avg_session_duration_min,total_session_revenue
13,Steve Logan,brookssamuel@example.com,AU,41,2023-08-13,True,0.0,,,0.0,0.0,1.0,0.0,1.0,83.0,0.0
14,Matthew Thompson,greendawn@example.org,SG,28,2021-01-13,True,3.0,2022-11-30 12:51:47,2025-10-28 08:59:34,380.89,126.96333333333332,4.0,3.0,1.0,57.5,380.89
15,Paul Neal,jennifer48@example.net,AU,52,2020-06-14,True,2.0,2020-09-20 13:06:13,2022-05-04 07:04:40,40.06,20.03,6.0,2.0,4.0,59.5,40.06
16,Richard Mills,kenneth31@example.net,JP,51,2023-06-20,False,1.0,2024-04-22 23:00:50,2024-04-22 23:00:50,285.4,285.4,7.0,1.0,6.0,65.13809523809525,285.4
17,David Young,shirleyreese@example.com,US,31,2025-05-15,True,3.0,2021-05-04 10:54:05,2024-03-11 03:55:15,791.85,263.95,6.0,3.0,3.0,78.33333333333333,791.85
18,James Burke,osolomon@example.net,IN,45,2020-02-12,False,4.0,2021-09-26 00:24:08,2024-10-16 13:36:30,805.64,201.41,10.0,4.0,6.0,66.6,805.64
19,Dr. Kimberly Kennedy,mathewssamuel@example.net,AU,57,2021-07-01,False,3.0,2020-08-27 11:10:28,2021-05-06 09:14:00,265.32,88.44,5.0,3.0,2.0,58.0,265.32
20,Stephen Mccormick,edean@example.net,AE,33,2022-06-02,True,4.0,2020-01-06 00:24:51,2025-05-24 04:12:43,499.72999999999996,124.93249999999999,12.0,4.0,8.0,42.31944444444445,499.72999999999996
21,Brianna Johnson,howellevan@example.org,US,73,2020-03-26,True,0.0,,,0.0,0.0,4.0,0.0,4.0,31.5,0.0
22,Amanda Taylor,terryjillian@example.org,AU,59,2022-03-17,False,1.0,2020-08-31 13:46:51,2020-08-31 13:46:51,169.83,169.83,9.0,1.0,8.0,57.888888888888886,169.83
23,Pamela Gonzalez,hobbskatelyn@example.net,US,22,2025-01-10,False,1.0,2023-05-31 04:24:21,2023-05-31 04:24:21,57.19,57.19,4.0,1.0,3.0,67.5,57.19
24,Ashley Harris,johnsonstacy@example.net,GB,22,2023-04-30,False,0.0,,,0.0,0.0,7.0,0.0,7.0,68.15714285714286,0.0
25,Paul Chen,ggarcia@example.net,US,41,2024-07-22,True,2.0,2021-05-17 04:41:42,2025-03-22 15:09:44,318.95,159.475,5.0,2.0,3.0,44.95666666666666,318.95
26,Francis Coleman,bellsarah@example.org,US,49,2024-09-27,False,1.0,2023-05-08 22:18:11,2023-05-08 22:18:11,5.93,5.93,7.0,1.0,6.0,45.714285714285715,5.93
27,Isabel Flores,nyork@example.net,IN,35,2024-05-04,False,2.0,2022-08-29 22:12:31,2023-12-18 19:34:52,75.13,37.565,9.0,2.0,7.0,57.37592592592593,75.13
28,Jason Graham,reedjanet@example.net,US,24,2023-10-30,True,1.0,2020-08-25 23:11:23,2020-08-25 23:11:23,44.21,44.21,6.0,1.0,5.0,69.5,44.21
29,Michelle Carey,george08@example.org,FR,62,2023-05-11,True,1.0,2020-10-15 07:15:05,2020-10-15 07:15:05,16.8,16.8,5.0,1.0,4.0,55.42,16.8
30,Paul Brown,travis72@example.com,MX,47,2020-10-21,True,2.0,2020-05-23 22:19:47,2025-02-15 20:12:20,369.64,184.82,10.0,2.0,8.0,50.38,369.64
31,Tina Robertson,justinlewis@example.net,US,71,2021-10-02,False,2.0,2025-02-13 23:55:31,2025-08-14 01:31:31,296.48,148.24,6.0,2.0,4.0,65.0,296.48
32,Christopher Mcmillan,henryvickie@example.net,MX,69,2020-11-27,True,1.0,2023-05-22 12:53:14,2023-05-22 12:53:14,75.05,75.05,8.0,1.0,7.0,53.28541666666667,75.05
33,Lori Kelly,vmcfarland@example.org,GB,18,2022-11-08,False,0.0,,,0.0,0.0,8.0,0.0,8.0,77.19375,0.0
34,Matthew Watson,jose88@example.org,MX,28,2020-08-13,False,6.0,2020-03-29 18:39:35,2025-07-16 15:48:20,464.48,77.41333333333334,12.0,6.0,6.0,67.14027777777778,464.48
35,Stephen Hall,mmartinez@example.net,PL,60,2025-08-17,True,3.0,2023-09-16 13:41:00,2025-06-19 08:45:39,253.84,84.61333333333333,8.0,3.0,5.0,80.75,253.84
36,Maria Bailey,aimee78@example.net,US,24,2020-05-21,False,3.0,2020-07-06 17:39:42,2023-10-05 22:05:24,183.79000000000002,61.26333333333334,6.0,3.0,3.0,58.37222222222223,183.79
37,Joel Norris,beth25@example.com,FR,59,2020-06-26,True,2.0,2022-03-22 19:25:53,2022-10-31 17:29:39,239.32999999999998,119.66499999999999,7.0,2.0,5.0,61.58571428571429,239.32999999999998
38,Melissa Romero,kevin92@example.net,CA,22,2024-12-18,True,0.0,,,0.0,0.0,5.0,0.0,5.0,49.5,0.0
39,David Nguyen,eugene53@example.com,MX,26,2022-04-13,False,3.0,2020-03-05 19:51:11,2023-02-05 04:33:30,358.38,119.46,4.0,3.0,1.0,54.25,358.38
40,Monica Garcia,gonzalezedward@example.org,DE,64,2023-01-09,True,5.0,2020-04-09 01:15:58,2025-04-24 07:06:00,1025.31,205.06199999999998,9.0,5.0,4.0,64.04629629629629,1025.31
41,Morgan Graham,danielpruitt@example.com,BR,34,2023-02-21,True,0.0,,,0.0,0.0,4.0,0.0,4.0,47.5,0.0
42,James Johnson,bdickerson@example.net,NL,25,2021-05-31,False,2.0,2020-05-02 06:09:49,2023-04-06 14:58:17,63.129999999999995,31.564999999999998,5.0,2.0,3.0,62.40333333333333,63.129999999999995
43,William Phillips,thomascassandra@example.com,GB,42,2021-05-30,False,3.0,2021-01-26 13:36:47,2025-09-01 21:34:22,675.04,225.01333333333332,6.0,3.0,3.0,75.16944444444444,675.04
44,David Farrell,qsingleton@example.net,CA,30,2020-04-03,False,0.0,,,0.0,0.0,5.0,0.0,5.0,54.2,0.0
45,Sherry May,erinmay@example.com,MX,33,2023-04-08,False,3.0,2023-04-04 01:51:39,2024-07-27 08:01:52,383.31,127.77,6.0,3.0,3.0,73.25555555555556,383.31
46,David Haynes,zsanchez@example.net,GB,18,2024-01-05,True,2.0,2023-09-20 09:00:20,2025-09-30 13:18:07,72.24,36.12,6.0,2.0,4.0,52.0,72.24
47,Brooke Atkinson,ngibson@example.com,DE,41,2025-08-23,True,0.0,,,0.0,0.0,8.0,0.0,8.0,40.387499999999996,0.0
48,Mary Salas,kimberly67@example.org,ES,49,2020-04-01,True,2.0,2020-03-24 21:37:31,2025-02-08 15:28:05,441.99,220.995,8.0,2.0,6.0,69.69166666666666,441.99
49,Joshua Martin,aprilgarcia@example.net,SE,49,2023-11-30,True,3.0,2021-10-31 13:16:17,2024-04-04 02:45:45,580.52,193.50666666666666,8.0,3.0,5.0,67.13125,580.52
50,Daniel Alvarez,fowlermaria@example.net,ES,29,2020-12-31,False,1.0,2021-04-03 20:59:19,2021-04-03 20:59:19,186.6,186.6,4.0,1.0,3.0,69.5,186.6
51,Patrick Bryant,philipfarmer@example.org,FR,25,2023-08-16,True,2.0,2025-02-06 06:16:45,2025-09-18 23:26:09,267.34,133.67,7.0,2.0,5.0,72.19285714285715,267.34000000000003
52,Lisa Walsh,joshua60@example.org,DE,48,2022-04-06,True,2.0,2022-10-27 07:02:19,2023-07-20 18:01:58,108.4,54.2,5.0,2.0,3.0,47.6,108.4
53,Thomas Fuller,betty13@example.com,SE,22,2022-11-17,True,0.0,,,0.0,0.0,6.0,0.0,6.0,58.4,0.0
54,Teresa Rose,virginiayu@example.com,AE,54,2024-02-12,False,2.0,2021-01-17 15:37:38,2022-06-01 12:39:16,180.43,90.215,7.0,2.0,5.0,56.285714285714285,180.43
55,Carl Frank,taylorhart@example.org,US,45,2023-03-14,True,2.0,2021-07-29 17:44:05,2023-11-13 19:01:25,351.59,175.795,6.0,2.0,4.0,30.833333333333332,351.59
56,Brianna Wade,smcdonald@example.net,NL,50,2022-01-14,False,3.0,2021-11-26 05:04:02,2024-01-12 20:28:44,220.51999999999998,73.50666666666666,7.0,3.0,4.0,70.71428571428571,220.51999999999998
57,Penny Harrison,josephbennett@example.com,US,48,2021-10-21,True,1.0,2023-08-20 21:19:06,2023-08-20 21:19:06,97.38,97.38,2.0,1.0,1.0,81.0,97.38
58,Miss Karen Trujillo,michael45@example.com,BR,26,2023-12-03,True,2.0,2020-11-14 09:37:07,2023-07-09 07:09:12,246.35000000000002,123.17500000000001,8.0,2.0,6.0,65.09166666666667,246.35
59,Mr. Bradley Prince,sarahdickerson@example.org,AU,24,2023-11-08,True,1.0,2022-02-28 18:05:27,2022-02-28 18:05:27,81.92,81.92,8.0,1.0,7.0,65.21458333333334,81.92
60,Justin Nguyen,alyssareed@example.net,BR,22,2025-08-21,True,3.0,2020-04-16 11:47:24,2023-10-31 02:12:23,191.16,63.72,10.0,3.0,7.0,52.67833333333333,191.16
61,Adam Lynn,john19@example.org,ES,29,2024-01-15,True,3.0,2022-09-02 04:09:02,2025-09-06 19:27:19,288.46999999999997,96.15666666666665,10.0,3.0,7.0,59.92333333333333,288.46999999999997
62,Charlene Hayes,jasonpowell@example.net,IN,50,2025-05-03,False,3.0,2020-05-21 08:09:04,2021-06-29 08:52:04,393.98,131.32666666666668,8.0,3.0,5.0,44.78541666666666,393.98
63,Steven Franklin,barnettpatricia@example.net,ES,65,2025-06-22,True,1.0,2024-04-07 13:52:34,2024-04-07 13:52:34,239.32,239.32,6.0,1.0,5.0,95.23055555555555,239.32
64,Christina Schwartz,harmonsamuel@example.org,GB,49,2025-07-07,False,1.0,2023-10-02 07:39:08,2023-10-02 07:39:08,32.27,32.27,2.0,1.0,1.0,72.5,32.27
65,Deborah Young,thomasgrant@example.com,IN,27,2021-03-08,True,1.0,2023-11-10 20:23:35,2023-11-10 20:23:35,64.69,64.69,8.0,1.0,7.0,80.9375,64.69
66,Charles Henry,mmartin@example.net,AE,72,2022-09-27,False,2.0,2020-01-11 07:45:55,2022-12-03 05:04:58,311.93,155.965,6.0,2.0,4.0,45.5,311.93
67,Ryan Mcdonald,dortega@example.com,MX,29,2025-08-01,False,0.0,,,0.0,0.0,5.0,0.0,5.0,62.95666666666666,0.0
68,Zachary Lowe,danafields@example.org,PL,75,2020-02-18,False,2.0,2020-12-28 14:08:52,2021-08-23 10:56:19,196.32,98.16,8.0,2.0,6.0,63.125,196.32
69,Angel Doyle,lindsey18@example.com,CA,20,2023-10-28,True,2.0,2020-05-05 08:42:44,2025-05-19 20:44:34,502.8,251.4,6.0,2.0,4.0,89.53333333333335,502.8
70,Dr. Andrew Robbins,matthewhensley@example.com,BR,37,2021-03-12,False,3.0,2020-03-18 23:11:21,2023-02-12 09:38:59,132.72,44.24,6.0,3.0,3.0,107.0,132.72
71,Richard Spencer,justinpeterson@example.com,CA,22,2024-12-17,True,0.0,,,0.0,0.0,3.0,0.0,3.0,90.66666666666667,0.0
72,Samantha Carter,gpowell@example.com,US,41,2025-10-10,False,2.0,2022-02-14 21:48:32,2024-07-13 01:25:11,215.5,107.75,9.0,2.0,7.0,56.41851851851852,215.5
73,Haley Harris,vconner@example.org,US,41,2021-12-25,True,2.0,2020-09-04 08:53:42,2023-08-03 16:25:32,367.86,183.93,7.0,2.0,5.0,56.92142857142857,367.86
74,Edwin Willis,muellerbilly@example.net,IN,31,2024-03-08,False,5.0,2021-02-22 06:16:53,2024-12-07 13:26:11,429.62,85.924,10.0,5.0,5.0,63.8,429.62
75,Jennifer Andrews,aevans@example.org,CA,48,2021-11-03,True,1.0,2025-08-14 15:40:25,2025-08-14 15:40:25,589.54,589.54,6.0,1.0,5.0,61.81388888888889,589.54
76,Thomas Franklin,mccormickrenee@example.net,GB,66,2023-11-19,True,3.0,2020-03-23 17:58:05,2022-11-02 01:04:40,306.15,102.05,6.0,3.0,3.0,23.0,306.15
77,Charles Nunez,lewiselizabeth@example.com,US,44,2023-06-18,False,0.0,,,0.0,0.0,4.0,0.0,4.0,25.25,0.0
78,Carrie Alvarado,fishercraig@example.net,SE,67,2020-03-12,True,2.0,2023-07-04 09:30:13,2025-03-27 22:28:46,362.26,181.13,5.0,2.0,3.0,36.0,362.26
79,Shane Taylor,anna44@example.org,US,69,2020-01-01,True,3.0,2022-12-06 16:43:56,2024-06-09 11:09:22,887.65,295.8833333333333,5.0,3.0,2.0,83.25333333333333,887.65
80,Fernando Jordan,jimenezalexa@example.org,ES,53,2023-11-12,False,2.0,2021-01-20 16:30:28,2025-09-25 20:21:03,367.45000000000005,183.72500000000002,6.0,2.0,4.0,58.79722222222222,367.45000000000005
81,Jennifer Dominguez,agriffin@example.net,GB,53,2021-03-03,True,5.0,2020-12-22 22:01:20,2024-07-07 21:42:21,334.91999999999996,66.984,10.0,5.0,5.0,70.7,334.91999999999996
82,Kevin Pace,thomasgutierrez@example.org,US,26,2023-07-16,False,1.0,2024-05-05 23:37:34,2024-05-05 23:37:34,37.63,37.63,4.0,1.0,3.0,54.0,37.63
83,John Huang,simmonsalbert@example.net,PL,74,2021-02-24,False,0.0,,,0.0,0.0,3.0,0.0,3.0,72.23333333333333,0.0
84,Vincent Davis,andersonandrew@example.net,GB,28,2021-06-05,True,0.0,,,0.0,0.0,5.0,0.0,5.0,52.8,0.0
85,Joanne Manning,diazjulie@example.net,BR,34,2023-11-06,False,1.0,2022-02-20 18:00:50,2022-02-20 18:00:50,75.05,75.05,6.0,1.0,5.0,61.75833333333333,75.05
86,Monica Miller,qmurray@example.org,CA,27,2025-08-17,False,1.0,2022-06-24 11:09:03,2022-06-24 11:09:03,245.08,245.08,8.0,1.0,7.0,49.75,245.08
87,Alexandra Smith,pricelarry@example.net,SG,63,2022-04-15,True,0.0,,,0.0,0.0,4.0,0.0,4.0,60.0,0.0
88,Scott Tucker,stewartstacy@example.net,FR,70,2020-06-09,True,0.0,,,0.0,0.0,2.0,0.0,2.0,25.5,0.0
89,Michael Thomas,coxdeanna@example.net,MX,22,2020-02-24,True,0.0,,,0.0,0.0,2.0,0.0,2.0,35.5,0.0
90,Karen Strickland,yduffy@example.net,MX,44,2021-06-28,True,0.0,,,0.0,0.0,2.0,0.0,2.0,73.85,0.0
91,Douglas Howell,molly02@example.net,BR,69,2023-03-16,False,5.0,2021-12-14 09:44:09,2025-08-20 20:03:21,727.71,145.542,11.0,5.0,6.0,68.11363636363636,727.71
92,Lauren Bray,nicholascohen@example.net,PL,46,2024-05-12,True,4.0,2021-12-01 12:23:30,2025-08-30 12:22:02,344.28,86.07,13.0,4.0,9.0,55.38461538461539,344.28
93,Cynthia Hayes,morrisjoseph@example.org,NL,61,2025-08-06,False,2.0,2020-05-04 07:20:12,2021-06-26 01:56:26,126.78,63.39,8.0,2.0,6.0,50.875,126.78
94,Rose Clay,robertsdonald@example.net,SG,30,2024-06-09,True,1.0,2021-08-21 22:09:11,2021-08-21 22:09:11,407.08,407.08,8.0,1.0,7.0,42.52708333333334,407.08
95,William Robles,freed@example.net,MX,54,2025-01-13,True,2.0,2022-05-17 06:44:23,2025-02-08 20:36:55,500.46999999999997,250.23499999999999,7.0,2.0,5.0,51.0,500.46999999999997
96,Rebecca Gonzalez,kylebrown@example.com,AU,44,2022-03-05,True,0.0,,,0.0,0.0,7.0,0.0,7.0,54.01904761904762,0.0
97,Daniel Scott,connersteve@example.org,GB,70,2024-06-15,True,2.0,2020-11-17 04:26:33,2022-08-31 22:46:15,278.23,139.115,7.0,2.0,5.0,49.5,278.23
98,Heather Brown,qriley@example.net,AU,48,2020-06-26,True,1.0,2022-01-07 20:17:52,2022-01-07 20:17:52,59.52,59.52,5.0,1.0,4.0,17.4,59.52
99,Jonathan Harris,jameswhite@example.net,BR,18,2022-10-16,True,4.0,2021-11-09 03:05:19,2025-09-26 21:51:21,730.92,182.73,10.0,4.0,6.0,71.42999999999999,730.92
100,Kenneth Howard,johnlivingston@example.com,IN,63,2022-11-22,False,4.0,2020-10-23 05:31:57,2024-03-02 11:03:50,297.38,74.345,5.0,4.0,1.0,87.77000000000001,297.38
101,Brian Chen,moorecarla@example.com,ES,38,2021-07-14,False,4.0,2021-06-29 04:47:18,2025-03-11 15:09:53,601.5699999999999,150.39249999999998,8.0,4.0,4.0,84.91666666666667,601.5699999999999
102,Lawrence Davis,veronicacline@example.com,SG,23,2021-12-24,False,4.0,2021-01-03 06:58:16,2024-12-10 11:53:16,404.15,101.0375,6.0,4.0,2.0,72.66666666666667,404.15
103,Cindy Schaefer,ronald79@example.net,SE,43,2021-10-05,False,1.0,2023-06-05 15:09:35,2023-06-05 15:09:35,12.37,12.37,5.0,1.0,4.0,40.2,12.37
104,Dawn Johnson,virginiagray@example.org,DE,63,2021-12-23,True,2.0,2021-09-27 06:35:14,2022-08-24 08:57:48,145.17000000000002,72.58500000000001,5.0,2.0,3.0,73.84666666666666,145.17000000000002
105,Justin Harrell,etucker@example.net,ES,41,2025-08-22,True,1.0,2020-01-21 05:35:28,2020-01-21 05:35:28,324.03,324.03,4.0,1.0,3.0,68.87083333333334,324.03
106,Tammy Mccarthy,scottanne@example.net,AU,74,2021-11-22,True,2.0,2021-11-19 17:24:28,2023-10-29 22:34:07,101.59,50.795,5.0,2.0,3.0,46.2,101.59
107,Thomas Hunter,shanemoore@example.org,NL,74,2020-04-20,True,2.0,2021-02-14 13:34:11,2023-08-20 06:59:01,397.49,198.745,8.0,2.0,6.0,64.88541666666666,397.49
108,Courtney Johnson MD,brian80@example.org,AU,48,2023-07-31,False,2.0,2020-04-28 01:13:27,2022-10-22 10:27:20,453.75,226.875,6.0,2.0,4.0,34.86388888888889,453.75
109,Jose Stevenson,jbrown@example.com,PL,40,2022-10-28,True,1.0,2025-06-14 09:11:49,2025-06-14 09:11:49,1290.44,1290.44,9.0,1.0,8.0,63.5611111111111,1290.44
110,Teresa Rhodes,brittany71@example.com,DE,69,2023-09-20,True,1.0,2024-05-13 19:52:00,2024-05-13 19:52:00,30.12,30.12,4.0,1.0,3.0,68.54583333333333,30.12
111,David Martinez,cgray@example.org,IN,67,2020-02-24,True,0.0,,,0.0,0.0,1.0,0.0,1.0,0.0,0.0
112,Suzanne Mcclain,mlove@example.org,US,58,2023-02-22,False,1.0,2022-08-31 07:38:09,2022-08-31 07:38:09,44.71,44.71,3.0,1.0,2.0,51.666666666666664,44.71
113,Ross Miller,pamela27@example.org,AU,58,2024-09-05,True,1.0,2025-04-04 04:21:14,2025-04-04 04:21:14,50.89,50.89,5.0,1.0,4.0,73.82333333333334,50.89
114,Janice Johnson,chavezmatthew@example.org,SG,30,2025-01-13,True,1.0,2022-07-14 20:26:30,2022-07-14 20:26:30,202.8,202.8,4.0,1.0,3.0,68.75,202.8
115,Mark Thomas,jillwhite@example.com,AU,28,2022-07-23,False,0.0,,,0.0,0.0,5.0,0.0,5.0,44.0,0.0
116,Brianna Harrell,robert32@example.org,ES,60,2025-02-10,False,0.0,,,0.0,0.0,6.0,0.0,6.0,51.161111111111104,0.0
117,Ryan Cook,jorgerodriguez@example.com,US,75,2025-01-03,True,5.0,2020-01-04 18:36:14,2025-10-01 05:45:29,1355.84,271.168,11.0,5.0,6.0,68.0439393939394,1355.84
118,Ashley Irwin,welchkristin@example.org,FR,53,2024-07-19,True,3.0,2022-08-13 21:39:42,2025-03-19 00:02:07,266.13,88.71,9.0,3.0,6.0,85.97407407407407,266.13
119,Sara Wilson,tarareynolds@example.com,BR,71,2020-08-05,True,0.0,,,0.0,0.0,4.0,0.0,4.0,0.0,0.0
120,Dr. Anne Roberts DVM,colliertiffany@example.org,US,32,2022-02-12,True,2.0,2021-01-15 02:26:15,2022-05-14 10:39:32,193.42000000000002,96.71000000000001,7.0,2.0,5.0,61.142857142857146,193.42000000000002
121,Alexis Roman,william70@example.net,US,25,2022-01-04,True,2.0,2020-11-12 23:11:24,2024-05-12 02:59:14,160.79000000000002,80.39500000000001,4.0,2.0,2.0,94.5,160.79000000000002
122,Ian Williams,krobinson@example.org,SG,27,2020-10-01,True,0.0,,,0.0,0.0,3.0,0.0,3.0,39.0,0.0
123,Christopher Townsend,jamesmiller@example.org,NL,38,2020-08-15,True,2.0,2023-07-15 03:58:14,2025-01-27 10:31:59,160.86,80.43,10.0,2.0,8.0,46.21333333333333,160.86
124,Monica Juarez,jamiesalazar@example.net,MX,39,2024-01-27,True,2.0,2022-03-23 09:07:44,2022-08-20 05:02:12,216.86,108.43,6.0,2.0,4.0,87.33333333333333,216.86
125,Cheryl Parker,jonesjessica@example.com,GB,34,2020-09-17,True,0.0,,,0.0,0.0,2.0,0.0,2.0,45.65833333333333,0.0
126,Sydney Stone,matthew71@example.org,US,34,2025-04-22,True,0.0,,,0.0,0.0,3.0,0.0,3.0,10.0,0.0
127,Phillip Anderson,john95@example.org,DE,49,2022-10-18,True,2.0,2021-12-15 05:03:58,2024-05-20 03:14:52,419.14000000000004,209.57000000000002,7.0,2.0,5.0,80.42857142857143,419.14000000000004
128,Jacob Larson,kellysarah@example.net,JP,53,2025-02-23,False,3.0,2020-05-08 01:23:03,2021-09-08 03:39:09,202.05,67.35000000000001,5.0,3.0,2.0,78.4,202.05
129,Howard Sanchez,kimberly69@example.org,BR,45,2021-04-23,True,2.0,2024-05-04 20:26:43,2024-10-09 16:21:25,359.8,179.9,6.0,2.0,4.0,80.01666666666667,359.8
130,Brian Simon,hpalmer@example.net,CA,69,2020-02-21,True,2.0,2024-06-21 23:00:39,2025-02-14 10:15:23,122.73,61.365,9.0,2.0,7.0,45.44444444444444,122.73
131,David Davis,garycollins@example.net,US,55,2024-01-07,True,0.0,,,0.0,0.0,3.0,0.0,3.0,32.68888888888889,0.0
132,Amanda Davis,josehood@example.net,BR,68,2023-11-05,False,0.0,,,0.0,0.0,4.0,0.0,4.0,43.56666666666666,0.0
133,Kelly Park,bellclifford@example.org,US,60,2025-04-17,True,1.0,2022-05-14 04:46:50,2022-05-14 04:46:50,90.99,90.99,8.0,1.0,7.0,37.04166666666667,90.99
134,Bryce Snyder,daniel16@example.org,US,30,2023-09-14,False,1.0,2025-05-11 18:10:48,2025-05-11 18:10:48,243.78,243.78,3.0,1.0,2.0,40.81666666666667,243.78
135,Crystal Perez,kfrancis@example.org,US,58,2021-11-01,True,1.0,2022-04-04 09:15:14,2022-04-04 09:15:14,7.82,7.82,4.0,1.0,3.0,73.19166666666666,7.82
136,Jasmine Fisher,fostershelly@example.com,NL,51,2022-03-14,True,0.0,,,0.0,0.0,8.0,0.0,8.0,53.235416666666666,0.0
137,David Rogers,kcameron@example.com,US,64,2020-06-26,True,0.0,,,0.0,0.0,4.0,0.0,4.0,35.5,0.0
138,Sarah Brown,susanmichael@example.org,GB,58,2024-05-12,False,1.0,2023-10-28 18:00:34,2023-10-28 18:00:34,15.86,15.86,5.0,1.0,4.0,39.8,15.86
139,Mary Smith,schmidtchad@example.com,AU,75,2023-11-12,True,0.0,,,0.0,0.0,6.0,0.0,6.0,46.78611111111112,0.0
140,Michael Perez,xbooker@example.com,SG,75,2022-08-24,True,1.0,2020-12-24 23:15:22,2020-12-24 23:15:22,215.51,215.51,3.0,1.0,2.0,46.666666666666664,215.51
141,Rhonda Wilkerson,johnsondarlene@example.com,US,47,2021-05-03,False,5.0,2020-12-30 20:01:50,2025-05-20 19:33:26,573.52,114.704,10.0,5.0,5.0,60.2,573.52
142,Loretta Fuller,howelljohn@example.net,JP,68,2025-10-17,False,2.0,2020-05-29 08:56:08,2022-12-02 23:37:51,405.84000000000003,202.92000000000002,2.0,2.0,0.0,121.5,405.84000000000003
143,David Williams,torresdeborah@example.org,DE,64,2023-05-16,True,3.0,2020-05-15 19:34:44,2025-10-17 12:02:32,409.47999999999996,136.4933333333333,10.0,3.0,7.0,55.6,409.47999999999996
144,Tyler Mccall,christopher98@example.org,DE,36,2025-03-07,True,2.0,2024-08-29 23:48:28,2024-12-09 00:20:13,160.97,80.485,9.0,2.0,7.0,76.3777777777778,160.97
145,Jorge Mcclure,rray@example.org,GB,29,2024-05-15,False,0.0,,,0.0,0.0,3.0,0.0,3.0,50.666666666666664,0.0
146,Natalie Mitchell,kbishop@example.org,ES,30,2022-01-31,True,3.0,2020-01-31 21:19:39,2022-02-21 23:03:47,268.28999999999996,89.42999999999999,8.0,3.0,5.0,63.125,268.28999999999996
147,Christina Page,tsnow@example.net,IN,73,2024-04-23,True,3.0,2023-04-11 10:19:51,2024-06-06 03:22:34,681.71,227.23666666666668,14.0,3.0,11.0,45.397619047619045,681.71
148,Robert Johnson,jeffrey88@example.com,NL,67,2024-01-20,True,1.0,2025-10-18 07:56:20,2025-10-18 07:56:20,224.01,224.01,4.0,1.0,3.0,87.125,224.01
149,Jennifer Glass,michelleallen@example.net,US,42,2025-08-09,True,1.0,2022-04-28 18:54:20,2022-04-28 18:54:20,140.18,140.18,3.0,1.0,2.0,72.0,140.18
150,Devin Johns,kennethbarton@example.org,GB,60,2020-07-26,True,1.0,2020-10-13 20:57:02,2020-10-13 20:57:02,171.96,171.96,10.0,1.0,9.0,45.626666666666665,171.96
151,Lisa Bailey,blackmary@example.com,DE,48,2023-10-28,False,1.0,2022-01-27 20:23:53,2022-01-27 20:23:53,90.75,90.75,7.0,1.0,6.0,68.50952380952381,90.75
